Molecule	Protein	Gene	UniProt	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
6611-8	KDEL1	KDELC1	Q6UW63	364.3	414.5	527.3	337.6	498.7	269.7	390.3	530.4	420.1	445.4	315.1	414.1	369.8	489.5	475.2	467.7	293.8	211.1	288.5	388.7	243.5	293	765.3	272.8	267.9	282.2	295.3	281.2	666.4	387	235.6	328.9	450.7	450.8	548.6	378.6	589.6	534.8	487	641.4
6612-90	CP079	BRICD5	Q6PL45	1117.7	988.3	925.6	1161.6	935.1	1280.6	1230.1	1050.1	1289.6	1507.5	1654.1	1387.6	1192.1	1087	934.1	1156	1514.3	1491.7	1502.5	1251.6	1041.2	994.2	972.6	1027.3	1131.1	1383.8	1688.3	1964	1106.3	1123.9	1099.9	952	1051.1	1059.5	963.3	1312.7	984	1157.5	1230.1	1177.1
6617-12	FCRL6	FCRL6	Q6DN72	1128.6	1168.4	1430.5	1087.9	1510.9	978.8	1443.2	1370.2	1204.8	1068.4	1146.1	833.6	982.8	1231.6	971.5	1456.5	992.5	894.3	1094.3	1004	889	921.8	2085.8	907.9	951.4	972.6	1075.7	990.5	1228.1	1061.8	821.1	893.4	1079.8	1190.2	1435.2	1215.9	1325.3	1363.6	1231.4	1281.3
6620-82	LIGO1	LINGO1	Q96FE5	5274.5	5609.8	4748	5311.3	6985.1	4576.5	6624.2	4842.5	5466.7	5187.5	3304.7	4951.8	6001.4	5032.5	5474.9	4187.1	5860.3	5280	5416.5	5839.2	5206.1	4575.5	9163.9	6122	5575.4	4279	3165.2	4922.4	5293.8	5260.4	5052.3	5515.1	6614.4	5155.3	7403.8	4411.4	6217.6	5770.3	5710.7	6819.9
6621-10	REL2	RLN2	P04090	2106.6	1986.7	2324.5	2462.2	2536.3	1907.4	1960.2	1938.4	2237.7	1617.5	2087.9	1741.8	1509.3	2099.4	1897.6	2711.4	1684.4	2855.2	2210.1	1494.5	1850.5	1811.1	2894.3	1950.1	1963.7	4759.7	1891.4	3448.9	2322.4	1770.2	1672	1612.4	1701.8	2422.4	2438.4	2561	1765.1	1828	2012.2	2276.5
6622-90	APEL	APLN	Q9ULZ1	542.9	577.1	623.6	487	574.8	610.9	691.9	599.7	564.6	570.2	635.3	486.7	546.6	1690.9	513.6	735.7	547.6	492.9	525.6	507.1	495.6	528	646.4	515.3	543.4	577.4	564	559.3	487.5	493.3	451.4	536.9	490.2	562.6	483.7	632.2	639.1	539.4	550.1	604.1
6624-94	WNT11	WNT11	O96014	729.6	710.5	739.8	770.1	915.3	631.5	725.7	708.5	682.5	660.6	691.8	610.4	608.8	687.9	621.3	675.7	654.3	662.6	691.2	647	616	647	972	692	692.7	612.4	656.1	798.9	772.8	662.4	615.2	745.9	831	690	749.7	676.7	709.7	719.8	688.8	702.5
6625-31	ATAD1	ATAD1	Q8NBU5	301.7	303.7	474.7	289.8	987.3	419.4	284.4	441.3	364	380.7	429.3	416.8	286.3	341.4	635.7	316.8	471.4	1888.8	488.4	378.8	395.3	362.3	419.2	291.5	415.2	433.9	431.2	1544.8	276.9	299.8	352.2	415.4	291.8	401.2	256.5	417.3	265.8	392	409.2	286.5
6626-81	CHSTC	CHST12	Q9NRB3	1384.8	1424.6	1107.8	1287.2	1492.5	1391.2	1502.1	1528.9	1377.4	1323.4	1342.7	1550.2	1386.4	1366.3	1530	1310.9	1516.9	3069.3	1483.8	1463.1	1674.1	1391.1	1474.3	1819.5	1575.1	1342.2	1382.9	1377.8	1484.5	1563.3	1951.1	1287.2	1471.3	1256.6	1382.4	1389.8	1431.6	1509.8	1361	1562.5
6627-25	LIPR1	PNLIPRP1	P54315	1944.3	2946	1983.7	2838.1	2179.2	2557.2	2813	3278.3	2894.8	3141	1713.1	2883.2	1571	2068.7	1787.6	2613.5	3839.4	2037.9	1953	3038	4108.3	2521.6	2874.8	2672.8	3281.1	3120.6	3115.7	1709.5	2172.5	3555.8	1882.4	2115.3	2070	3177.6	5139.5	4968	3147.2	3432.2	2756.6	3452.8
6629-3	HBD-1	DEFB1	P60022	8696.2	5612.5	4572.7	4588.9	8490.9	7064.6	8094.3	5704.1	7355.8	8903	8098.3	5091.3	7344.8	6020.2	6641.1	7226.8	8411.7	7395.8	5326.4	7108.8	4058.6	6639	5173.1	5691.8	8836.3	5817.4	4402.9	3897.4	7425.2	6784.5	5586.5	5352	4423.2	8441	5941.5	7376.3	13373.1	6511.6	7325.7	5639.6
6631-17	CO9A1	COL9A1	P20849	673.6	682	672.9	672.4	703.8	770.3	654.9	700.6	670.8	687.6	762.9	755	619.2	772	697.5	726.3	762.1	763.5	772.6	668.6	690	702.3	713	708.8	778.5	748.6	770.4	837.2	699.1	658.7	726.6	652.4	671.1	642.6	598.3	716.1	605.5	658.2	718.6	666.9
6633-43	UPK3L	UPK3BL	B0FP48	2865.7	2506.2	3237.4	2899.3	4016.2	2065	5926.2	2770.9	2557.5	2255.4	1890.3	1853	1893.2	2481.7	1839.5	2504.7	1831.4	5851.9	2361.6	1972.3	1654.3	1796	5316.7	1795.8	1926.4	1962.4	1625.4	1753.8	3809.2	2302.5	1627.8	1358.2	2267.2	2517.2	3847.1	2679.4	2993.1	2788.9	2739.6	2767.8
6641-60	PolyUbiquitin K48	UBB	P0CG47	1909.8	1679.1	1516.1	1331.1	2002.7	2579.8	1569.9	1009.2	2238.7	1373.3	3826.6	1327.3	1261.6	1043.9	1634.5	2060.6	1228.3	1058.8	1468.4	998.6	1372.3	1532.6	1128.8	1143.1	1084.5	2314.1	2584.6	2796.4	1436.6	1858.5	1951.8	1459.5	1284.9	1327.4	2110.7	1824.4	1311.3	1517.2	1905.4	1791.2
6647-55	PolyUbiquitin K63	UBC	P0CG48	3074.1	2855.7	2029.8	3037.9	2713.6	2570.4	2983.7	3098.7	3617.6	3112.7	2671.5	3533.9	3303.3	5574.9	3193.5	2590.3	4968.4	4794.5	3249.1	3978.4	4409.2	3327.8	2641	3501.8	3089.3	3237.2	2872.4	4092.9	3179	3032.2	3992.7	2982	3237.8	3715.8	2885.9	3212.3	3323.5	3273.8	3592.3	3363.8
6649-51	NET1	NTN1	O95631	349.9	366.4	222.9	342.4	302.7	364.3	381.7	300.5	355.4	404.5	302.4	352.6	564.4	347.1	408.7	223.1	347.8	394.2	327.4	453.2	477.2	467.4	311.1	351	435.8	312.7	359.2	420	383	450.1	387.4	1024	349.2	344.6	540.4	257.6	248.9	342.5	407.7	477.5
6651-74	PolyUbiquitin K48	UBB	P0CG47	47436	36413.9	49968.7	37714.4	43011	57917.8	39766.7	37294.9	49759.5	40399.8	60225.5	38075.7	33302.9	32493.5	34348.7	50103.8	35857.5	31488.1	46374.5	36366.3	32732.6	33112.6	37761.8	27000.1	29477	34754.8	48452.5	50834.1	35310.8	35545.5	36631.3	32532	34435.3	30461.3	53533.3	41968.5	36660.9	39195	52771.8	43842.2
6653-58	CD47	CD47	Q08722	627.3	635.1	596.7	632	622.5	667.7	606.7	643.8	715.6	743.6	779.6	643.2	628.3	617.9	557.8	710.6	723.2	651.7	846.2	625.8	602.1	539.8	798.7	547.2	537.2	585.5	730.8	878.4	662.8	675.7	649.1	541.7	643.5	597.3	742.1	672.8	635.1	698.2	767.6	662.8
6706-18	PPBN	ALPPL2	P10696	188.4	586.3	182.9	183.5	154	176.2	177.1	191.8	203.7	193	159.1	231.6	241.7	174.6	193	131.4	193.5	189.6	179.3	204	205.7	214.3	164.3	480.6	258.7	179.8	198.1	268.6	184.9	185.1	326	532.5	191.3	301.2	169.4	184.4	359.1	173	205.3	233.2
6713-4	LRP11	LRP11	Q86VZ4	3125.8	2892.4	2155.5	2726.9	3804.5	4197.2	3768.1	3338.8	2927.7	3046.1	3426.6	4727.2	2757.7	4232.2	4340	2030.8	4111.8	5055.5	4588.7	4281	4496.8	4982	4422.6	3994.8	3341.7	6239.2	4070.2	4220.6	3429.1	4015.7	2855.5	5477.9	5731.3	3746.8	4820.1	3302	3903.4	6014.7	3956.9	2801.7
6715-63	PPBN	ALPPL2	P10696	236.3	241.7	285.5	334	271.8	255.7	240.1	242.4	228.4	309.6	257.3	269.9	538.7	239.8	301.4	214.6	259.1	325.8	300.4	261.3	300.8	258.7	285.2	270.8	264.7	271.1	347.6	248.4	235	234.2	269.3	650.7	222.9	242.1	216.6	256	217	226.9	330.4	252.4
6895-1	TR	TFRC	P02786	1818.6	1272	1942.2	1357	1764.3	1491	1387	2127.8	1374	1106.2	1659.3	1111.1	1254.6	1395.4	1132.4	1370.3	1654.8	1429.1	1580.4	1152.8	1710.2	1185.9	1767.4	1305.5	1349.1	1554.1	1222.2	2110.7	1635.3	1524.9	1646	1103.7	1253.8	1752.9	1541.2	1295.1	1539.4	1225.3	1183.6	1537.6
6896-3	CA162	C1orf162	Q8NEQ5	11900.8	7016.1	4833.5	7559	10383.6	4513.4	5243.7	4566	6556.4	2702.1	4218.8	3339.6	3234.9	6868.8	2681.9	3329	4426.2	2651.8	6676	3112.2	10648.6	4362.4	8534.9	10363.7	4782	5768.1	3998.5	6763.7	7975.3	6419.9	4794.8	2992.8	5104.5	6705.6	4999.2	5799	2979.3	5329.4	3244.3	6468.9
6897-38	B3GA3	B3GAT3	O94766	433.3	411.6	366.3	428.7	426.4	401	399.4	397.5	439.3	572.6	329.2	432.4	421.5	377.6	529.7	273.1	650.2	460.2	525	536.6	561.5	452.7	391.3	534.3	434	509.4	393.3	413.2	483.3	520.9	412.1	542.8	466.6	460.8	425.5	932.1	468.5	453.3	477.7	384.4
6899-37	PHS2	PCBD2	Q9H0N5	2994.3	2440.6	1190.1	2125.3	1605.3	4570.2	1533.6	1173.5	1813.4	2041.7	3303.4	1703	1518.7	1504.3	1560.3	1955.6	1521.5	1411.1	1657.2	1260.4	1426.1	1636	1465.2	1316.7	1077.7	1756.1	4769.2	2982.4	1311.2	2269.7	1453.6	2159.7	1617.8	1149.5	4299.5	2013.7	1042.1	2096.6	3858.2	2260
6900-30	UB2J1	UBE2J1	Q9Y385	1082.3	1007.7	793.1	944.9	1082.4	996.7	961.8	873.7	898	1499.1	1100.5	1133.5	982.3	1021	1071.8	1366.8	992.1	882.6	1053.2	1034.5	991.5	1660.5	889.9	2873	964.1	1362.4	1047.8	1109.2	1038.9	1188.9	3493.2	1341.8	899.9	1631.2	778.1	838	1134	977.3	1121.2	1094
6904-14	LRRT2	LRRTM2	O43300	569.2	734.7	378.2	614.4	485	495.5	623.4	508.9	515.6	737.3	339	876	648	520.3	693.2	349.3	737.5	1281	615.1	755.4	732.3	596.8	616.6	676.8	735	715.4	551.5	709.5	622.9	881	795.6	889.5	693.8	521.5	1238.7	732.8	619	617.4	625.9	657.5
6907-17	TMC5A	TMCO5A	Q8N6Q1	460.5	363.4	425.2	331.3	710.3	416.8	1010.1	376.7	365.9	349.6	389.8	443.7	520.4	351.5	383.6	371.2	355.1	363.5	362.1	453.1	408.6	444.2	368	605.7	458.5	445.4	423.5	435.4	330.4	362.7	381.8	427.4	354.9	623.3	357.4	435.5	324.3	332.2	363.7	345.9
6909-40	MGAT2	MGAT2	Q10469	954.4	1043	1159	939.4	1246.7	1212.5	871.7	908.7	910.4	1000.1	1280.5	814.8	1060.1	859.6	1008.1	1225.1	1440.5	846	994.9	892.7	944.7	888.4	897.4	1042.4	1048.4	1046.9	1116.3	752.7	967.7	958.1	812.7	889.9	848.2	924.7	1142	1081	1429.7	988.4	1068.1	844.2
6911-103	CLC6A	CLEC6A	Q6EIG7	107.4	106.1	94.1	155.3	99.7	103.5	103.8	101	100.5	106.8	81.8	117.2	197.2	120.5	111	71.5	114.9	128.9	108	114.7	121.2	121.3	102.3	123.1	115.3	105	110.2	125.6	95.7	145.8	124.1	141.2	101.5	137.7	96.7	124.6	110.1	107.1	120.5	96.5
6912-6	EFHA2	EFHA2	Q86XE3	336.7	264.4	280.3	243.4	270.5	248	249.9	292.2	239.3	355.9	252.1	269.6	265.9	257.5	249.3	229	283.8	276.2	236.7	548.2	341.7	419.9	241.2	740	310.2	268.4	466	246.4	227.6	234.6	295	285.2	245.6	255.3	224	248	274	251.2	306	266.9
6913-189	HMG-2	HMGB2	P26583	365.5	371.7	351.3	470.4	290.2	397.5	321.3	292.7	411	363.8	283.8	363.9	391.9	284.4	290.1	305.4	376.1	1168.7	324.5	581.8	285.5	423.4	302.4	321.8	321.1	408.3	459.4	443.9	349.4	411.1	312.4	463.8	438.2	368.7	403.8	307.4	311	398.6	353.4	422.4
6915-2	C16L2	CD164L2	Q6UWJ8	319.1	459.8	436	322	517.3	239	329.2	467.9	361.4	377.8	270.4	244.6	353.9	458.7	283.7	373.7	319.8	216.5	300.2	388.3	245.1	269.4	680.8	243.7	319.9	256.3	263.7	257.6	344.9	354.4	234.5	283.9	390.1	387.3	520.4	343.3	504.1	449.5	406.6	407.6
6917-49	LRRC3	LRRC3	Q9BY71	442.9	424.6	409.9	313.6	378.5	369.3	395.6	682.9	397.5	490.8	454.5	428.8	353.5	359.8	471.5	391.8	377.1	347.1	394.2	486.2	371.5	421.8	378.8	354	562.1	355.6	466.4	410.3	387.2	457.2	365.8	1212.5	332.8	461.7	406.7	410.8	356.5	4367.6	396.7	461.3
6918-183	CCKN	CCK	P06307	1318.3	1479.1	603.1	759.1	1008.6	1020.9	1437.5	995.6	938.5	1414.9	716.8	1150.3	1412.3	1519.4	1113.6	881.6	1701.8	1466.4	1486.8	1196	1174	1704	1023	869.9	1415	2111.5	1426.1	952.2	1675.1	1065.8	932.9	1082.2	1376.7	1541.9	1145	1285.6	1788.6	1888.4	1391.3	1577.6
6919-3	HBAZ	HBZ	P02008	1775.1	1835.6	2371.4	2918	1995.5	2103.5	1751.4	1605.5	1708.2	1428.4	3428.5	1754.8	1821.6	1742.3	2715.5	5531.5	1519.7	1454.8	2772.5	1776.1	1997.2	1730.1	1651.4	1434.4	1928.1	1441.5	4353.9	2554	1933.1	1592	1867.9	1567.9	1516.2	1619.8	2300.1	1771.3	1987.6	1522.3	2130.3	2490.9
6920-1	GFRAL	GFRAL	Q6UXV0	715.8	759.3	793.3	653.1	854.4	784.7	703.1	832.3	763.9	681.2	782.9	769.3	909.8	859.4	696.7	750.3	654.9	1073.1	677.1	648.4	896.6	701.4	656.7	996.3	873.4	1371	790.8	1101	771.6	694.9	788.8	812.4	603.9	953.4	745.5	795.1	701	661	1146	741.9
6921-24	B4GT3	B4GALT3	O60512	678.6	662.7	615.1	648.5	904	677	701.9	625.1	647.9	1273.3	657.2	633.9	594.5	627.4	700.7	640.3	708	688.9	648.1	631.2	662.7	692.4	718.3	682.4	688.7	718.2	671.6	649.5	652.1	644.9	661.6	658.1	626.2	660.4	640.1	627.6	702.1	658.2	649.1	697.1
6923-1	PLOD2	PLOD2	O00469	1515.6	1104.4	859.2	1075.4	1612.5	1182.5	1327.3	1020.6	880.4	1623.8	1270.6	1240.3	1618.7	1712	1319.6	721.4	1560.3	1404.6	1216	995.5	2230.6	1114.2	778.6	1740.2	1260.2	1311.5	1033.1	1257.4	17383.6	995.9	1271.8	792.4	1159.5	1897.8	996.6	1088.7	1320.9	19239.2	1444	1467.1
6925-26	SNX8	SNX8	Q9Y5X2	942.3	818.5	697.8	954.5	832.2	1157.1	780.3	849.6	1092.7	1394.6	1926.5	1596.9	1035	1009.7	2280.5	811.2	2115.8	1636.4	2306.7	970.6	1124.7	1016.3	584	650.6	658.2	1332.7	2132.2	2194.6	880.9	1242.5	1760.7	675.8	1200.7	872	835.2	1108.5	614.3	1106.9	1554.9	754.2
6927-7	NDST1	NDST1	P52848	3618.9	3747.6	3724.4	4115.9	3928.8	4563.7	3736.9	3667.2	3698.3	3132.2	4371.6	3751.5	2877.9	2854.8	4148.2	3408.8	3832.4	3541.7	3888.9	3515.3	3557.1	3429.3	3653.1	4364.7	3563.3	3284.6	3932	3348.4	3717.6	3465.9	3253.6	2802.6	3418.2	3190.9	4115	3611.1	4067.8	3507.6	3978.7	3019.7
6929-10	SIA8C	ST8SIA3	O43173	235.8	252.7	225.2	239.6	260.1	244	287.2	261.9	253.4	252.4	227.3	259.1	274.6	226.5	268.9	227.7	265.1	326	312.4	288	259.1	273.5	222	262.5	264.4	251.1	256.4	241.5	229	244.1	348.4	531.9	227.5	298.6	227.4	267.7	259.1	247.1	243.9	220.9
6930-95	SIA8F	ST8SIA6	P61647	804.3	763.4	866	719.2	630.4	849.7	781.7	815.7	743.1	698	767.2	795.7	720.6	749.1	678	815	738.4	661.8	693.1	552.5	700.3	681.2	769.3	764	889.7	791.1	841.7	731	720.3	721.1	617	854.8	647.1	768.3	652.4	811.9	737.6	686.8	740.3	754.3
6932-42	ITA5	ITGA5	P08648	2213.7	2021.7	2066.6	2250.7	2431.3	1614.8	1895.1	1918.2	1916.7	1722	1580.4	1638.7	1736.8	2092.3	1700.6	1765.4	1600.1	1675.6	1838.2	1677.5	1676.3	1597.5	3075.4	1955.6	1760.8	1836	1505.5	15952.6	2357.7	1943.1	1671.1	1478.1	2038.5	1917.7	2535.9	1995.4	2045.5	1988.4	2051.2	2219
6933-20	RM34	MRPL34	Q9BQ48	949.5	840	926.5	816.5	1007	888.9	823.7	864.5	852.7	826	887.6	853.4	830.3	842.4	826.4	928.7	889.7	906.2	952.7	771.8	823.9	827.8	903.2	927.8	924.5	945.2	885.6	935.1	842.2	796.8	809.2	869.4	793.9	845.9	826.4	856.6	812.4	812.5	784.1	802.1
6934-8	Fc_MOUSE		Q99LC4	5350.4	2672.8	2081	3145.3	2792.2	3381.3	3335.1	3384.5	2614	2295.4	1918.3	2269.7	3745.9	2889.6	3796.5	3113.7	3110.5	5732.8	4302	3261.8	3227.3	4169.1	3368.1	5292.2	2347.5	2644.1	1896.1	3099.5	2665.4	4215.7	2932.3	4974.5	3882.6	5396.6	2568.1	2858.4	4069.1	3644.6	2335.9	4426.8
6936-7	PMEPA	PMEPA1	Q969W9	764.5	792.5	891.6	798.3	910.9	784.9	863.2	828.6	728.8	864.9	838.9	779.1	718	853.1	798.4	910.9	734.4	708.5	785.9	789.1	693	717.6	967.9	734.8	796.2	876.3	798.8	799	788.1	750.8	1187.8	884.7	774.8	819.7	784.7	810.7	809.6	796.3	925.9	887.9
6937-251	CA043	C1orf43	Q9BWL3	249.7	231.9	260.1	246.7	218.3	326.8	378.6	230	228.4	302.7	240.7	272	233.3	275.9	276.3	249.1	266.7	403.1	272.2	238.4	3321	273.5	222	286.4	343.8	293.6	287.2	425.7	287.6	225.6	387.4	1480.2	211.9	260.1	445.9	271	223.5	203.3	251.1	216.1
6938-21	PCDGC	PCDHGA12	O60330	1094	797.5	655.1	707.2	2557.9	775.4	809	732.2	689.9	774.1	602.5	724.5	741.1	694	733.3	617	756	7502.2	753.2	747.9	811.7	829.2	720.5	742.6	733.5	800.4	850.4	807.9	755.2	824.1	774.1	787.1	829.7	824.6	764.4	690.7	810.3	757.8	717.2	753.8
6940-18	JPH1	JPH1	Q9HDC5	1374.8	1128.3	1165.8	1286.8	1445.9	1105.8	1126.7	1065.6	1140.6	1066.2	946.8	1099	1046.1	1263.3	1162.1	1104.6	1010.2	1185.1	1009.9	1262.7	1021.6	1194.8	1555.1	1040.8	1024.4	1312.4	2292.5	1499.2	1195.6	1192.6	1040.8	1128.7	1221.7	1091.7	1275.8	1269.2	1101	1155.7	1112.3	1353.6
6941-11	SUMF1	SUMF1	Q8NBK3	1634.9	2415.9	1887.2	2041.5	2027.7	1840.6	1964.3	1292.2	1985.2	1434.8	1705.1	1387.6	1214	1225.4	2225	3792.4	1164.1	1189.7	1692	1010	1548.1	2114.4	2578	1472	1200.4	2450.2	2301.9	1747.3	2595.3	1308.9	2296.8	1522.6	2358	1458	2142.2	2241.7	1700.8	1786.7	2195.8	1601.1
6947-4	SIA10	ST3GAL6	Q9Y274	4781.9	8458.7	10023	8336.7	8691.1	10300.9	9035.2	8987.5	9040.2	7839.5	6358.5	9290.4	8573.7	4386.1	9842.6	8874.1	7900.8	8723	10786.6	4509.3	8946.6	10168.2	8341.5	7262.2	9130.7	6922.1	11802.2	7565.3	7883.2	7581.3	8151.3	7398.7	6933.2	3776.8	9298.4	10280.7	7830.7	7802.5	9139	8371.1
6948-82	FIG4	FIG4	Q92562	776.2	693.7	441.4	565.1	710	909.4	512.9	471.6	533.6	784.4	550.4	575.7	556.3	547.1	528.4	506.8	516.2	597.3	696	536.6	555.1	564.1	524.8	585	1065.4	852.6	514.9	531.3	548.3	513.1	1365.1	662	512.3	663.5	686.9	566.3	532.8	665.3	566.2	662.1
6951-26	ASIC4	ASIC4	Q96FT7	867.6	853.5	933.6	835.8	859.2	881.8	873.1	928.5	850.9	854.5	916.4	805.1	864.4	829.4	855.8	980.3	775.1	741.9	840.8	715.9	766.5	803.6	987.8	832.2	857.8	865.6	905.8	805.9	804.7	809.9	750.7	772	734.2	863.2	833.8	865.4	876.8	809.3	813	876.4
6955-68	SNX1	SNX1	Q13596	1175.6	1954.1	1220.9	1188.8	1381.2	968.3	1023.3	1222	1351.3	4470.6	1128.5	1123.3	1119.7	1301.5	1006.2	1272.4	1115.3	1290.7	1235.3	1149.3	916.3	1135.1	1667.6	934.3	873.4	1052.8	1172.8	1380.1	1257.2	1336.5	1011.5	1169.8	1593.3	1179	1680.5	1866.5	1206	1334.3	1366.3	1229.5
6961-14	IGFL3	IGFL3	Q6UXB1	4054.4	3498	4254.3	4250.6	5771	2722.7	4065.6	3873.7	3441.8	2967.9	2616.2	2275.1	2576.7	3301.4	2627.4	2944.7	2733.5	2463.5	3670.4	2761.5	2628.9	2687.7	6900.2	2586.6	2822.2	2862	2128.3	2735.7	5197.8	3025.3	2429.3	1966.4	3355.1	3448.8	5392.5	3749.1	3744.1	3771.1	3672.1	3817.2
6962-5	DRB3	HLA-DRB3	P79483	2599.6	2225.6	3056.7	2196.9	2561.3	2518	1947.9	2000.7	2446.7	2090.8	3333.2	2106.6	1876	1832.7	2950.5	2939.4	1517.1	2087.1	2661.1	1856.4	1902.1	1888	1938.9	2143.1	2301.2	1796.9	2701.9	2395.3	2268.9	1799.2	2484.5	1687.7	1708.1	2692	1960.8	2241.6	1719.2	1558	2085.3	2594.7
6965-19	CNTP2	CNTNAP2	Q9UHC6	1096.5	943.4	808.9	987.1	909.5	724.1	804.9	817.1	874.1	951.6	654.2	859.1	995.7	787	765.5	690.7	950.8	961.6	902.2	972.5	985.9	888.3	1089.9	873	869.9	784.5	981.7	734.1	822.5	853.8	975.3	981	976.4	798	909.6	903.3	846.7	1242.2	910.8	900.5
6966-144	STX1B	STX1B	P61266	493.6	447	403.6	472.2	472.3	423	455.7	423.1	451.6	468.3	391.4	430.3	473	455.5	449.7	429.5	439.4	456	432.5	449.5	414.2	460.8	512.6	510.8	441.1	445.6	436.9	433.8	525.5	465.8	520.1	458.5	513.7	425.6	494.8	408.7	476.9	450.2	440.8	420.6
6967-5	Fc_MOUSE		Q99LC4	391.6	158.2	172.4	159.9	610.2	197.8	323	176.5	164.3	161.1	151.9	176	192.5	168.2	162.9	137.5	185.7	329.6	155.6	165.7	184.2	6476.6	177.2	166.5	182.6	161.1	168.9	165	152.3	160.8	157.4	173.3	142.5	185.2	307.1	167.1	159	166.2	164.2	164.5
6969-14	WFDC5	WFDC5	Q8TCV5	390.9	343.9	324.6	353.3	429.8	303.8	400.7	372.5	361.8	360.2	274.9	375.9	367.5	363.7	331.8	310.6	303	293.6	288.2	347.9	327.7	330.5	487.8	330.3	314.6	344.8	282.2	297.1	346.6	343.9	332.1	298	347.1	319	426.1	328.2	392.8	414.3	346	393.1
6974-6	HG2A	CD74	P04233	256.2	302.4	244	251.8	248.8	358.7	240.9	266.4	252	251	226.3	319.6	290.4	254.8	276.9	225.5	256.9	282.4	240.3	295.3	284.6	281.5	254	272.2	270.8	265.3	262.4	272.2	340.8	261.6	289.6	294.9	330.9	407.2	242.3	266.8	263	280.5	268.9	246.7
6975-52	SNAPN	SNAPIN	O95295	491.2	521.6	490.8	544.8	515.9	543.2	524.7	505.1	514.9	522.5	554.8	448.4	504	530.5	520.7	741.9	483.3	467.6	482.8	502.5	442.1	479.3	607.4	478.5	518.8	447.7	541.5	565.5	490.5	543.4	488.9	503.3	506.4	485.7	519	474.7	608.7	535.4	523	741.8
6984-6	IGSF8	IGSF8	Q969P0	1767	1650	1356.9	1659.2	1537.1	1669	1747.2	1591.3	1731.4	1845.8	1384.7	1939.8	1724.1	2013	1739.7	1255.5	1929.2	1912.6	1644.9	1922.4	1987.9	1722.4	1736.6	1620.6	1654.8	1737.5	1622.3	1754.8	1758.6	1765.9	1605.6	1978.9	1887.9	1665.4	1911.6	1706	1974.4	1792.4	1822.3	1565.4
6986-17	HS3SB	HS3ST3B1	Q9Y662	693	744.2	645.3	662.3	2891.6	596.3	673	630.8	761.1	672.6	573.9	643.4	698.8	690.2	697.3	699	689.9	669.8	665	778.1	724.8	653.6	827.4	730.6	637	668.1	626.9	686.3	787.8	703.6	656.9	662.2	749	669.2	821.3	813.7	812.2	697.2	704.7	717.2
6990-44	SDF2L	SDF2L1	Q9HCN8	804	912.3	592.7	980.3	993.8	737.5	950.8	908.1	1059.3	1222.5	758.5	969.6	1349.8	969.4	1221.1	666.6	1157	1204	962.6	1257.5	1017.6	1213	1004.2	973.5	812.8	878	666.5	1252	1051.5	833.2	1068.6	811.8	1031.4	863.6	1115.4	897.5	1065.5	1079.6	1130.7	917
6991-24	FUT9	FUT9	Q9Y231	3227	2418.4	2438	2922.8	2737.3	2673	2796.5	2193.3	2967.6	3241.9	3163.9	2800.3	2754	2951.4	2854.3	4317.3	2540.3	2807.8	2791.8	2558.3	2740.7	3597.6	2903.3	3034.4	2471.1	3742.1	2941.8	2874.3	2731.9	3673	3102.5	2626	2545.7	2315.3	2394.6	2594.2	2809	2409.7	2396.1	2546.3
6992-67	HBD	HBD	P02042	1018.8	1058.2	1256.8	1037.4	1512.7	776.4	1087.5	1151.8	1022.8	910.2	806.3	655.7	793.3	1009.5	763.1	1133.9	769.9	747.6	971.3	885.1	713.8	764.4	1884.3	716.7	795.1	831.1	714.6	760.8	1185.8	937.3	657.1	694.1	971.7	1068.2	1478.3	997.9	1164.7	1067.6	1081.1	1147.6
6994-19	CC018	C3orf18	Q9UK00	3762.7	3436.8	3915.7	3727	4438	3020.8	3721	3473.5	3545.6	3212.6	3148.4	2412.7	2867.7	3392.3	2913.6	4030.7	2782.2	2592.7	3387.6	2852.1	2580.5	2722.7	5656.2	2736.2	2728.2	2900.6	2755.6	2886.2	4151.1	3320.2	2590.8	2302.3	3206.5	3177.8	4388.3	3328.7	3932.8	3560.2	3350.5	3701.7
6997-32	RAB26	RAB26	Q9ULW5	3107.2	2507.5	2055.3	2476.5	2012.5	1899.3	2524.3	2432.5	1692.5	2055.9	1453	3010.9	2397.5	2201.4	2124.2	1267.2	1855.7	3682.9	2394.3	1935.1	2388.6	2178.8	2824.9	1656.5	1674.1	2351.6	2039.9	2023.9	2414	1889.1	2926.2	3228.1	2777.7	1702.6	2228	2608	1779	2327.9	2474.3	1950.2
6998-106	HAAH	ASPH	Q12797	1511.7	1859.8	1329.5	1760.7	1782.2	1702.5	1669.2	1611.9	1761.3	1965.9	1517.3	2125.4	1897.3	1753.9	1835.1	1462.7	1859.3	2037.3	1633.9	1970	1976.7	2068.1	1698.1	1923.7	1856.6	1742.6	1992.9	2205.4	1779.2	1953.6	1910.4	1761	1765.5	1540.6	2035.7	1738.3	1622	2004.2	2206	1882.7
